element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
579,1,14,0,False,2024-08-16T19:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,18879,0,0,0,0.00,0.00,0.00,0.00
579,15,11,0,True,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2342,18924,261,2603,0,0.00,0.00,0.00,0.00
579,25,10,0,False,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-2159,17474,515,2674,0,0.00,0.00,0.00,0.00
579,35,19,0,True,2024-09-14T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-1706,16207,664,2370,0,0.00,0.00,0.00,0.00
586,1,14,0,False,2024-08-16T19:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4853,0,0,0,0.00,0.00,0.00,0.00
586,15,11,0,True,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-730,5565,101,831,0,0.00,0.00,0.00,0.00
586,25,10,0,False,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-593,5641,181,774,0,0.00,0.00,0.00,0.00
586,35,19,0,True,2024-09-14T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,44,-429,5582,199,628,0,0.00,0.00,0.00,0.00
604,1,14,0,False,2024-08-16T19:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,3797,0,0,0,0.00,0.00,0.00,0.00
604,15,11,0,True,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,460,6690,1273,813,0,0.00,0.00,0.00,0.00
604,25,10,0,False,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,692,8369,2246,1554,0,0.00,0.00,0.00,0.00
604,35,19,0,True,2024-09-14T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1340,10671,3160,1820,0,0.00,0.00,0.00,0.00
605,1,14,0,False,2024-08-16T19:00:00Z,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,1323,0,0,0,0.00,0.00,0.00,0.00
605,15,11,0,True,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,138,2460,442,304,0,0.00,0.00,0.00,0.00
605,25,10,0,False,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,108,3006,751,643,0,0.00,0.00,0.00,0.00
605,35,19,0,True,2024-09-14T14:00:00Z,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,394,3779,1056,662,0,0.00,0.00,0.00,0.00
622,15,11,0,True,2024-08-24T14:00:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,424,685,466,42,0,0.00,0.00,0.00,0.00
622,25,10,1,False,2024-08-31T14:00:00Z,1,1,3,18,0,0,0,0,0,0,0,0,0,0,0,4,7.6,20.7,0.0,2.8,50,377,1415,619,242,0,0.00,0.00,0.00,0.09
622,35,19,1,True,2024-09-14T14:00:00Z,1,1,4,24,0,0,0,1,0,0,0,0,0,0,0,6,5.0,11.3,0.0,1.6,50,8,1695,301,293,0,0.00,0.01,0.01,0.33
260,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0.0,2.0,0.4,50,0,32399,0,0,0,0.00,0.00,0.00,0.58
260,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,7,0,0,0,1,0,0,0,1,0,0,0,-2,0.0,0.0,0.0,0.0,50,-865,37937,4845,5710,0,0.00,0.00,0.00,0.04
260,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0,2.0,11.5,2.0,1.6,50,-1611,39398,7048,8659,0,0.00,0.02,0.02,0.04
260,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-1817,39644,7511,9328,0,0.00,0.00,0.00,0.00
261,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,4342,0,0,0,0.00,0.00,0.00,0.00
261,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-863,3440,0,863,0,0.00,0.00,0.00,0.00
261,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-482,2975,0,482,0,0.00,0.00,0.00,0.00
261,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-360,2624,0,360,0,0.00,0.00,0.00,0.00
262,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,1380,0,0,0,0.00,0.00,0.00,0.00
262,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-347,1067,43,390,0,0.00,0.00,0.00,0.00
262,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-123,971,131,254,0,0.00,0.00,0.00,0.00
262,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-154,825,40,194,0,0.00,0.00,0.00,0.00
263,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,31764,0,0,0,0.00,0.00,0.00,0.00
263,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2303,32534,1161,3464,0,0.00,0.00,0.00,0.00
263,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1851,32052,1868,3719,0,0.00,0.00,0.00,0.00
263,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-1540,31764,2076,3616,0,0.00,0.00,0.00,0.00
264,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,56,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,1.8,2.0,0.0,50,0,8811,0,0,1,0.00,0.00,0.00,0.46
264,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2632,6696,194,2826,0,0.00,0.00,0.00,0.00
264,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-1970,4792,104,2074,0,0.00,0.00,0.00,0.00
264,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,4,1.6,4.0,0.0,0.6,49,-876,3987,161,1037,1,0.00,0.01,0.01,1.22
265,4,12,2,True,2024-08-17T11:30:00Z,0,2,1,64,0,0,0,1,0,0,0,0,0,0,0,12,4.2,2.5,2.0,0.9,55,0,22047,0,0,1,0.00,0.01,0.01,1.45
265,17,13,1,False,2024-08-24T14:00:00Z,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,55,-1937,23357,1130,3067,0,0.00,0.00,0.00,0.00
265,25,9,1,True,2024-08-31T14:00:00Z,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.4,0.0,0.1,54,-3959,20004,689,4648,0,0.00,0.01,0.01,0.00
265,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,6,2.0,0.0,0.0,0.2,54,-3452,16857,398,3850,0,0.00,0.00,0.00,0.25
266,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,3114,0,0,0,0.00,0.00,0.00,0.00
266,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-362,2851,242,604,0,0.00,0.00,0.00,0.00
266,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-280,2630,245,525,0,0.00,0.00,0.00,0.00
266,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-69,2627,348,417,0,0.00,0.00,0.00,0.00
267,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,-1,14.8,6.1,0.0,2.1,45,0,155392,0,0,1,0.00,0.02,0.02,2.65
267,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,90,0,0,0,4,0,0,0,0,0,0,0,-9,5.4,0.4,4.0,1.0,45,-5466,157771,6110,11576,1,0.00,0.10,0.10,3.34
267,25,9,7,True,2024-08-31T14:00:00Z,1,1,3,90,0,1,0,1,0,0,0,0,0,0,2,31,30.6,44.6,4.0,7.9,45,-7185,152917,10245,17430,1,0.05,0.21,0.26,0.95
267,33,5,6,False,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,23,21.0,13.8,5.0,4.0,45,17615,176521,40326,22711,1,0.02,0.15,0.17,1.66
268,4,12,2,True,2024-08-17T11:30:00Z,0,2,1,73,0,0,0,2,0,0,0,0,0,0,0,8,6.4,20.7,8.0,3.5,55,0,35272,0,0,1,0.00,0.00,0.00,2.07
268,17,13,2,False,2024-08-24T14:00:00Z,4,1,2,82,0,0,0,3,0,0,0,0,0,0,0,-3,1.6,0.9,6.0,0.9,55,-1171,38623,4468,5639,1,0.00,0.01,0.01,3.30
268,25,9,7,True,2024-08-31T14:00:00Z,1,1,3,80,1,0,0,1,0,0,0,0,0,0,1,30,38.2,13.3,33.0,8.5,55,7060,48180,15902,8842,1,0.21,0.00,0.21,0.90
268,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,58,0,0,0,0,0,0,0,0,0,0,0,-4,0.0,3.0,7.0,0.8,55,47862,103161,74495,26633,1,0.21,0.00,0.21,1.22
269,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,15461,0,0,0,0.00,0.00,0.00,0.00
269,17,13,1,False,2024-08-24T14:00:00Z,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,40,-1173,16722,517,1690,0,0.00,0.00,0.00,0.00
269,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-201,17982,1559,1760,0,0.00,0.00,0.00,0.00
269,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-4254,13517,0,4254,0,0.00,0.00,0.00,0.00
270,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,12,26.2,0.8,22.0,4.9,40,0,48563,0,0,1,0.10,0.00,0.10,2.65
270,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,90,0,0,0,4,0,0,0,0,0,0,0,-1,12.4,0.3,0.0,1.3,40,24864,85247,32017,7153,1,0.00,0.00,0.00,3.34
270,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,11,21.4,0.4,17.0,3.9,40,14935,102503,27528,12593,1,0.02,0.00,0.02,0.95
270,33,5,6,False,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,22,31.2,0.0,0.0,3.1,40,71992,180047,100935,28943,1,0.00,0.00,0.00,1.66
271,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,25,0,0,0,1,0,0,0,0,0,0,0,1,5.4,1.6,4.0,1.1,50,0,2261,0,0,0,0.00,0.03,0.03,1.21
271,17,13,1,False,2024-08-24T14:00:00Z,4,1,2,18,0,0,0,1,0,0,0,0,0,0,0,3,4.0,0.3,2.0,0.6,50,-334,2379,112,446,0,0.00,0.02,0.02,0.15
271,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-240,2368,235,475,0,0.00,0.00,0.00,0.00
271,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-769,1591,0,769,0,0.00,0.00,0.00,0.00
272,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,0,2030,0,0,0,0.00,0.00,0.00,0.00
272,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,55,-413,1717,224,637,0,0.00,0.00,0.00,0.00
272,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,-421,1346,79,500,0,0.00,0.00,0.00,0.00
272,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,3,1.2,10.3,2.0,1.4,54,60,1469,390,330,0,0.00,0.00,0.00,0.44
273,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,4842,0,0,0,0.00,0.00,0.00,0.00
273,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-300,5456,651,951,0,0.00,0.00,0.00,0.00
273,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1549,3854,0,1549,0,0.00,0.00,0.00,0.00
273,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-818,3071,0,818,0,0.00,0.00,0.00,0.00
274,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,11,7.2,1.8,18.0,2.7,55,0,51791,0,0,1,0.27,0.02,0.29,2.65
274,17,13,2,False,2024-08-24T14:00:00Z,4,1,2,88,0,0,0,4,0,0,0,0,0,0,0,5,1.2,0.4,0.0,0.2,55,-3776,52172,3013,6789,1,0.00,0.00,0.00,3.34
274,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,18,8.0,6.0,21.0,3.5,55,-3039,50708,5198,8237,1,0.05,0.02,0.07,0.95
274,33,5,2,False,2024-09-14T14:00:00Z,0,0,4,84,0,0,1,0,0,0,0,1,0,0,0,0,4.4,3.5,7.0,1.5,54,-7115,44439,2366,9481,1,0.04,0.00,0.04,1.41
275,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,33,0,0,0,2,0,0,0,0,0,0,0,-5,11.0,0.0,0.0,1.1,40,0,337620,0,0,0,0.00,0.00,0.00,2.19
275,17,13,3,False,2024-08-24T14:00:00Z,4,1,2,90,0,1,0,4,0,0,0,0,0,0,0,2,31.4,17.8,0.0,4.9,40,-11308,335628,6756,18064,1,0.00,0.20,0.20,3.34
275,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,95008,455232,142635,47627,0,0.00,0.00,0.00,0.00
275,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-35403,416459,29280,64683,0,0.00,0.00,0.00,0.00
276,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,179213,0,0,0,0.00,0.00,0.00,0.00
276,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-1404,193441,15978,17382,0,0.00,0.00,0.00,0.00
276,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,7436,209294,43904,36468,0,0.00,0.00,0.00,0.00
276,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-54242,151747,0,54242,0,0.00,0.00,0.00,0.00
277,4,12,2,True,2024-08-17T11:30:00Z,0,2,1,64,0,0,0,1,0,0,0,0,0,0,0,8,10.8,1.3,0.0,1.2,45,0,23647,0,0,1,0.00,0.00,0.00,1.45
277,17,13,2,False,2024-08-24T14:00:00Z,4,1,2,71,0,0,0,3,0,0,0,0,0,0,0,6,6.0,2.7,0.0,0.9,45,5530,36889,9260,3730,1,0.00,0.00,0.00,3.20
277,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,19179,60968,30518,11339,0,0.00,0.00,0.00,0.00
277,33,5,1,False,2024-09-14T14:00:00Z,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,5,7.0,0.0,0.0,0.7,45,4264,65428,15728,11464,0,0.00,0.00,0.00,0.25
278,4,12,2,True,2024-08-17T11:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,0,0,14,16.2,15.9,2.0,3.4,50,0,16799,0,0,1,0.00,0.08,0.08,2.65
278,17,13,1,False,2024-08-24T14:00:00Z,4,1,2,90,0,0,0,4,0,0,0,1,0,0,0,14,23.8,2.8,0.0,2.7,50,-1130,19566,1556,2686,1,0.00,0.00,0.00,3.34
278,25,9,1,True,2024-08-31T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,13,14.4,18.1,0.0,3.3,50,-2415,18340,1906,4321,1,0.00,0.12,0.12,0.95
278,33,5,2,False,2024-09-14T14:00:00Z,0,0,4,83,0,0,1,0,0,0,0,1,0,0,0,3,13.0,3.3,0.0,1.6,49,-2343,16737,1825,4168,1,0.00,0.14,0.14,1.41
279,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,1045,0,0,0,0.00,0.00,0.00,0.00
279,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-229,803,0,229,0,0.00,0.00,0.00,0.00
279,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-96,719,0,96,0,0.00,0.00,0.00,0.00
279,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-88,635,0,88,0,0.00,0.00,0.00,0.00
280,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,78508,0,0,0,0.00,0.00,0.00,0.00
280,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,302,85579,2911,2609,0,0.00,0.00,0.00,0.00
280,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,770,88886,5564,4794,0,0.00,0.00,0.00,0.00
280,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-2523,87491,3712,6235,0,0.00,0.00,0.00,0.00
281,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,25,0,0,0,1,0,0,0,0,0,0,0,3,3.2,0.9,2.0,0.6,50,0,2848,0,0,0,0.02,0.01,0.03,1.21
281,17,13,1,False,2024-08-24T14:00:00Z,4,1,2,18,0,0,0,1,0,0,0,0,0,0,0,5,7.0,0.0,0.0,0.7,50,-345,3140,121,466,0,0.00,0.00,0.00,0.15
281,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-310,3107,197,507,0,0.00,0.00,0.00,0.00
281,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,49,-122,3218,399,521,0,0.00,0.00,0.00,0.00
282,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,73,0,0,0,2,0,0,0,0,0,0,0,1,7.8,0.4,4.0,1.2,40,0,100603,0,0,1,0.07,0.00,0.07,2.07
282,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,88,0,0,0,4,0,0,0,0,0,0,0,-6,18.6,0.7,0.0,1.9,40,8733,125550,15520,6787,1,0.00,0.00,0.00,3.34
282,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,17,23.2,17.8,0.0,4.1,40,5634,134718,16603,10969,1,0.00,0.02,0.02,0.95
282,33,5,6,False,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,0,0,29,32.2,10.5,0.0,4.3,40,32582,173853,50370,17788,1,0.00,0.00,0.00,1.66
283,4,12,2,True,2024-08-17T11:30:00Z,0,2,1,90,0,0,0,2,0,0,0,0,0,3,0,9,28.2,0.0,0.0,2.8,45,0,15656,0,0,1,0.00,0.00,0.00,2.65
283,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,1346,23242,2993,1647,0,0.00,0.00,0.00,0.00
283,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-474,24593,2619,3093,0,0.00,0.00,0.00,0.00
283,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,-2264,23124,578,2842,0,0.00,0.00,0.00,0.00
284,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,90,0,0,0,2,0,0,0,1,0,0,0,7,27.2,0.3,2.0,3.0,40,0,108271,0,0,1,0.00,0.00,0.00,2.65
284,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,90,0,0,0,4,0,0,0,0,0,0,0,-2,11.6,0.2,0.0,1.2,40,2556,130603,10974,8418,1,0.00,0.00,0.00,3.34
284,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,11,19.4,0.8,4.0,2.4,40,7993,148421,20619,12626,1,0.03,0.00,0.03,0.95
284,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,22420,180656,37137,14717,0,0.00,0.00,0.00,0.00
359,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,0,9305,0,0,0,0.00,0.00,0.00,0.00
359,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,50,-2098,8223,382,2480,0,0.00,0.00,0.00,0.00
359,25,9,2,True,2024-08-31T14:00:00Z,1,1,3,69,0,0,0,1,0,0,0,0,0,0,0,8,4.6,4.8,0.0,0.9,50,-715,8123,490,1205,1,0.00,0.01,0.01,0.87
359,33,5,2,False,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,1,0,0,0,8,15.8,14.8,0.0,3.1,50,-296,8378,753,1049,1,0.00,0.03,0.03,1.66
568,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,45,0,39121,0,0,0,0.00,0.00,0.00,0.00
568,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,90,0,0,0,4,0,0,0,0,0,1,0,-12,3.8,0.0,0.0,0.4,45,-6073,34541,355,6428,1,0.00,0.00,0.00,3.34
568,25,9,3,True,2024-08-31T14:00:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,3,0,12,28.6,0.0,0.0,2.9,44,-755,35217,3108,3863,1,0.00,0.00,0.00,0.95
568,33,5,11,False,2024-09-14T14:00:00Z,0,0,4,90,0,0,1,0,0,0,0,0,0,6,3,37,43.8,0.0,0.0,4.4,44,3907,41014,9293,5386,1,0.00,0.00,0.00,1.66
583,4,12,0,True,2024-08-17T11:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,0,33806,0,0,0,0.00,0.00,0.00,0.00
583,17,13,0,False,2024-08-24T14:00:00Z,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-881,38894,2338,3219,0,0.00,0.00,0.00,0.00
583,25,9,0,True,2024-08-31T14:00:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,-252,40928,3550,3802,0,0.00,0.00,0.00,0.00
583,33,5,0,False,2024-09-14T14:00:00Z,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,40,598,43312,4332,3734,0,0.00,0.00,0.00,0.00
611,4,12,1,True,2024-08-17T11:30:00Z,0,2,1,16,0,0,0,0,0,0,0,0,0,0,0,2,3.4,10.3,0.0,1.4,60,0,10540,0,0,0,0.00,0.02,0.02,0.58
611,17,13,6,False,2024-08-24T14:00:00Z,4,1,2,71,1,0,0,3,0,0,0,1,0,0,0,21,34.6,0.3,7.0,4.2,60,723,14925,2851,2128,1,0.29,0.00,0.29,3.20
